Project Type,Project Phase Name,Spend_Ratio,Estimate_Ratio,Budget_Per_Day,Project Status Name,Budget,Final_Estimate,Actual_Spend,Planned_Duration,Is_Delayed,Project Start_Month
SCA CIP,Design,0.648389318473531,0.7232044579407069,10647.666666666666,Complete,1597150.0,1155066.0,1035575.0,150,0,January
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,33452.0,33452.0,137,1,March
SCA CIP RESOA,Design,1.9421786374685754,3.0227504103384515,283.1235294117647,Complete,48131.0,145488.0,93479.0,170,1,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,23281.0,23281.0,227,0,April
SCA CIP RESOA,Design,1.2328119252395382,1.3904605090297606,475.7416666666667,Complete,57089.0,79380.0,70380.0,120,0,November
SCA CIP,Scope,0.8937273739905319,0.9045240415854451,1240.0575539568345,Complete,172368.0,155911.0,154050.0,139,1,June
SCA CIP,Design,0.6274592108200625,0.6811420970382498,5621.1241830065355,Complete,860032.0,585804.0,539635.0,153,1,February
SCA CIP,Scope,0.45766954938552573,0.45766954938552573,36.31404958677686,Complete,4394.0,2011.0,2011.0,121,0,March
SCA CIP,Design,0.4068173772315784,0.4068173772315784,111.71186440677967,Complete,19773.0,8044.0,8044.0,177,0,April
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,11562.0,11562.0,90,1,February
SCA CIP,Scope,1.3101175165955612,1.3528655258983167,934.2014388489208,Complete,129854.0,175675.0,170124.0,139,1,July
SCA CIP,Design,0.9114800242601434,0.9451238666936224,4230.460526315789,Complete,643030.0,607743.0,586109.0,152,1,January
SCA CIP,Scope,0.386159169550173,0.386159169550173,35.82644628099174,Complete,4335.0,1674.0,1674.0,121,0,July
SCA CIP,Design,0.3433111225012814,0.3433111225012814,107.79005524861878,Complete,19510.0,6698.0,6698.0,181,0,July
SCA CIP,Scope,2.019365308330328,2.019365308330328,298.1720430107527,Complete,27730.0,55997.0,55997.0,93,0,December
SCA CIP,Design,1.7785286693112152,2.613941579516769,753.5326086956521,Complete,138650.0,362423.0,246593.0,184,1,April
SCA CIP,Scope,1.3186458632359066,1.3186862948841835,1792.2536231884058,Complete,247331.0,326152.0,326142.0,138,1,April
SCA CIP,Design,0.6475521388006802,0.7656719640383585,8030.201298701299,Complete,1236651.0,946869.0,800796.0,154,0,December
SCA CIP,Scope,2.196685855530621,2.287133704101213,442.40287769784175,Complete,61494.0,140645.0,135083.0,139,1,December
SCA CIP,Design,0.06024664924674081,0.6682842312107787,1820.2948717948718,Complete,283966.0,189770.0,17108.0,156,1,July
SCA CIP,Scope,2.975973089860644,2.975973089860644,17.198347107438018,Complete,2081.0,6193.0,6193.0,121,0,June
SCA CIP,Design,2.6457332051692832,2.6457332051692832,52.60112359550562,Complete,9363.0,24772.0,24772.0,178,1,July
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,45275.0,39790.0,552,0,July
SCA CIP RESOA,Design,0.6093842329400737,0.6488069767915724,1412.2877697841727,Complete,196308.0,127366.0,119627.0,139,0,January
SCA CIP,Scope,1.161778846153846,1.161778846153846,33.82113821138211,Complete,4160.0,4833.0,4833.0,123,0,July
SCA CIP,Design,1.0327991452991454,1.0327991452991454,102.85714285714286,Complete,18720.0,19334.0,19334.0,182,0,August
SCA CIP,Scope,1.436085233739409,1.436085233739409,697.7352941176471,Complete,94892.0,136273.0,136273.0,136,1,May
SCA CIP,Scope,1.0,1.0,74.91176470588235,Complete,10188.0,10188.0,10188.0,136,1,May
SCA CIP,Design,1.0,1.0,4.470967741935484,Complete,693.0,693.0,693.0,155,0,November
SCA CIP,Scope,1.0,1.0,60.470588235294116,Complete,8224.0,8224.0,8224.0,136,1,May
SCA CIP,Design,1.0,1.0,3.6129032258064515,Complete,560.0,560.0,560.0,155,0,November
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,25333.0,25333.0,258,0,April
SCA CIP RESOA,Design,0.9893398435773938,1.0552450178958066,718.4444444444445,Complete,90524.0,95525.0,89559.0,126,1,November
SCA CIP,Scope,0.8502232142857142,0.8502232142857142,36.12903225806452,Complete,4480.0,3809.0,3809.0,124,0,August
SCA CIP,Design,0.7558035714285715,0.7558035714285715,110.1639344262295,Complete,20160.0,15237.0,15237.0,183,0,August
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,29585.0,29585.0,135,0,January
SCA CIP RESOA,Design,5.975483492869701,5.975483492869701,199.44155844155844,Complete,30714.0,183531.0,183531.0,154,1,May
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,18762.0,18762.0,94,1,April
SCA CIP RESOA,Design,1.8019890710382513,2.4640655737704917,293.2692307692308,Complete,45750.0,112731.0,82441.0,156,1,August
SCA CIP,Scope,0.7616306681104082,0.8873739100700975,1514.8489208633093,Complete,210564.0,186849.0,160372.0,139,0,June
SCA CIP,Design,0.3773919013777803,0.3773919013777803,6176.234177215189,Complete,975845.0,368276.0,368276.0,158,0,November
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,57149.0,56935.0,90,1,March
SCA CIP RESOA,Scope,0.25275437459494493,1.0,83.8586956521739,Complete,7715.0,7715.0,1950.0,92,1,April
SCA CIP,Scope,1.6626117952041477,1.6626117952041477,852.4861878453039,Complete,154300.0,256541.0,256541.0,181,0,May
SCA CIP,Design,0.6286403110823072,0.6286403110823072,3368.995633187773,Complete,771500.0,484996.0,484996.0,229,1,October
SCA CIP RESOA,Scope,0.9563958951997895,1.0,591.1777777777778,Complete,53206.0,53206.0,50886.0,90,1,January
SCA CIP RESOA,Design,0.3008635055294652,1.0,433.64233576642334,Complete,59409.0,59409.0,17874.0,137,1,August
SCA CIP,Scope,1.0411434017563785,1.0411434017563785,1979.4113475177305,Complete,279097.0,290580.0,290580.0,141,0,October
SCA CIP,Design,0.6091191201304793,0.6217925032114661,9116.184210526315,Complete,1385660.0,861593.0,844032.0,152,1,January
SCA CIP,Scope,0.5123117803365811,0.5123117803365811,45.89430894308943,Complete,5645.0,2892.0,2892.0,123,0,March
SCA CIP,Design,0.45533992048183286,0.45533992048183286,141.91620111731842,Complete,25403.0,11567.0,11567.0,179,0,March
SCA CIP,Scope,0.27114827918945,2.125442264393696,417.04285714285714,Complete,3109.0,6608.0,843.0,0,0,September
SCA CIP,Design,0.2712723178381856,0.2712723178381856,101.91803278688525,Complete,12434.0,3373.0,3373.0,122,0,September
SCA CIP,Scope,0.41510416666666666,0.41510416666666666,47.603305785123965,Complete,5760.0,2391.0,2391.0,121,0,June
SCA CIP,Design,0.36899159015508065,0.36899159015508065,143.21546961325967,Complete,25922.0,9565.0,9565.0,181,0,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,13499.0,13499.0,90,1,January
SCA CIP RESOA,Design,1.4999444444444445,1.4999444444444445,255.31914893617022,Complete,36000.0,53998.0,53998.0,141,0,August
SCA CIP,Scope,1.2897103228589442,1.2897103228589442,226.593984962406,Complete,30137.0,38868.0,38868.0,133,1,September
SCA CIP,Design,1.402258170922785,1.5670785343192501,774.0212765957447,Complete,145516.0,228035.0,204051.0,188,1,October
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,15704.0,15704.0,121,1,February
SCA CIP RESOA,Design,1.4793736159443214,1.637899398924391,219.51388888888889,Complete,31610.0,51774.0,46763.0,144,1,January
SCA CIP,Scope,1.4382939372799688,1.4382939372799688,101.21346469622331,Complete,61639.0,88655.0,88655.0,609,0,October
SCA CIP,Design,0.5595864543232965,0.6604694499431342,2622.495652173913,Complete,301587.0,199189.0,168764.0,115,1,May
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,16165.0,16165.0,61,0,October
SCA CIP RESOA,Design,1.3861944444444445,1.6243055555555554,244.89795918367346,Complete,36000.0,58475.0,49903.0,147,0,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,1084.0,1084.0,124,0,May
SCA CIP RESOA,Design,0.1446,0.1446,164.83516483516485,Complete,30000.0,4338.0,4338.0,182,0,May
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,142627.0,89231.0,141,0,October
SCA CIP RESOA,Design,0.05732599850548481,0.4274499873385667,4179.785714285715,Complete,643687.0,275144.0,36900.0,154,1,February
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,4941.0,4941.0,126,0,November
SCA CIP RESOA,Design,0.731925925925926,0.731925925925926,151.68539325842696,Complete,27000.0,19762.0,19762.0,178,0,November
SCA CIP,Scope,3.2647304347826087,3.313182608695652,212.96296296296296,Complete,28750.0,95254.0,93861.0,135,1,March
SCA CIP,Design,0.8390272067672573,1.3974928870060035,939.5490196078431,Complete,143751.0,200891.0,120611.0,153,1,January
SCA CIP,Construction,0.871989668572531,0.9684402345656988,5142.135135135135,Complete,3234403.0,3132326.0,2820366.0,629,1,July
SCA CIP,"CM,F&E",2.338317134736549,2.392582433963389,319.95548489666135,Complete,201252.0,481512.0,470591.0,629,1,July
SCA CIP,Scope,1.0649675500270417,1.0649675500270417,325.0989010989011,Complete,29584.0,31506.0,31506.0,91,0,July
SCA CIP,Design,0.4802984209763871,0.861929595827901,726.6315789473684,Complete,138060.0,118998.0,66310.0,190,0,August
SCA CIP,Scope,0.28924914675767915,0.28924914675767915,29.05785123966942,Complete,3516.0,1017.0,1017.0,121,0,June
SCA CIP,Design,0.2571428571428571,0.2571428571428571,87.40331491712708,Complete,15820.0,4068.0,4068.0,181,0,June
SCA CIP,Scope,1.701885662975157,1.701885662975157,27.841666666666665,Complete,3341.0,5686.0,5686.0,120,0,March
SCA CIP,Design,1.5128716822989423,1.5128716822989423,85.41477272727273,Complete,15033.0,22743.0,22743.0,176,0,April
SCA CIP,Scope,0.1697994108570627,1.1983097208584654,313.3626373626374,Complete,28516.0,34171.0,4842.0,91,1,January
SCA CIP,Scope,0.5600484261501211,0.5600484261501211,33.577235772357724,Complete,4130.0,2313.0,2313.0,123,0,March
SCA CIP,Design,0.49790164640051654,0.49790164640051654,105.00564971751412,Complete,18586.0,9254.0,9254.0,177,0,March
SCA CIP,Scope,2.0696438608144705,2.1133309488528944,163.09166666666667,Complete,19571.0,41360.0,40505.0,120,1,January
SCA CIP,Design,0.6732068444777509,0.7224057862406468,481.26229508196724,Complete,88071.0,63623.0,59290.0,183,1,April
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,15829.0,15829.0,274,0,February
SCA CIP RESOA,Design,1.330359317904994,1.6007308160779536,252.6153846153846,Complete,32840.0,52568.0,43689.0,130,1,September
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,8429.0,8429.0,95,1,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,7978.0,7978.0,94,1,April
SCA CIP RESOA,Design,1.9010782347041124,2.1821715145436307,91.67816091954023,Complete,15952.0,34810.0,30326.0,174,1,October
SCA CIP,Scope,3.2284707201794443,3.2284707201794443,90.45652173913044,Complete,12483.0,40301.0,40301.0,138,1,March
SCA CIP,Scope,0.8746264432872991,0.8746264432872991,1154.7712418300653,Complete,176680.0,154529.0,154529.0,153,1,June
SCA CIP,Design,0.5438329182703192,0.5897860538827259,4775.135135135135,Complete,883400.0,521017.0,480422.0,185,1,April
SCA CIP,Scope,1.3414021766641357,1.3414021766641357,710.6115107913669,Complete,98775.0,132497.0,132497.0,139,0,August
SCA CIP,Design,0.7653672721656734,1.1094795580582035,3216.346405228758,Complete,492101.0,545976.0,376638.0,153,1,February
SCA CIP,Construction,1.0703298941615285,1.4209670662680605,14977.659807956104,Complete,10918714.0,15515133.0,11686626.0,729,1,November
SCA CIP,"CM,F&E",1.7796787179367113,2.012996300758153,966.7201646090535,Complete,704739.0,1418637.0,1254209.0,729,1,November
SCA CIP,Scope,2.021942656524283,2.021942656524283,28.24793388429752,Complete,3418.0,6911.0,6911.0,121,0,June
SCA CIP,Design,1.797334200260078,1.797334200260078,86.40449438202248,Complete,15380.0,27643.0,27643.0,178,1,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,19448.0,19448.0,309,1,June
SCA CIP RESOA,Design,0.8705767692922831,1.121034919365587,1000.4,Complete,120048.0,134578.0,104511.0,120,0,July
SCA CIP RESOA,Construction,0.9560312488463428,1.0304389434913857,4837.101648351649,Complete,1760705.0,1814299.0,1683289.0,364,0,January
SCA CIP RESOA,"CM,F&E",0.6381280821004931,0.6824270291883247,329.8021978021978,Complete,120048.0,81924.0,76606.0,364,0,January
SCA CIP,Scope,0.9714984863773966,1.2178960645812311,1651.6666666666667,Complete,198200.0,241387.0,192551.0,120,1,August
SCA CIP,Design,0.7446097430779586,0.9296973464204376,6477.130718954249,Complete,991001.0,921331.0,737909.0,153,1,June
SCA CIP,Scope,2.869320466425412,2.869320466425412,147.4505928853755,Complete,37305.0,107040.0,107040.0,253,0,May
SCA CIP,Design,2.129336280979372,2.129336280979372,733.670731707317,Complete,180483.0,384309.0,384309.0,246,1,November
SCA CIP,Scope,0.6711539776018189,0.6711539776018189,405.2026239067055,Complete,277969.0,186560.0,186560.0,686,0,January
SCA CIP,Design,0.4506056936499,0.515747458937671,19291.472222222223,Complete,1388986.0,716366.0,625885.0,72,1,November
SCA CIP,Scope,2.6643719579422918,2.6643719579422918,278.9025,Complete,111561.0,297240.0,297240.0,400,1,June
SCA CIP,Design,1.213276777919007,1.6757194770177894,3064.8406593406594,Complete,557801.0,934718.0,676767.0,182,0,March
SCA CIP,Scope,2.124795275074709,2.22900971089061,1448.4452554744526,Complete,198437.0,442318.0,421638.0,137,1,March
SCA CIP,Design,0.8600051494511153,0.8600051494511153,6550.86,Complete,982629.0,845066.0,845066.0,150,0,January
SCA CIP,Scope,1.4806061533751722,1.4806061533751722,249.35114503816794,Complete,32665.0,48364.0,48364.0,131,1,September
SCA CIP,Design,1.2553912874538584,1.3841429404059837,1036.1233766233765,Complete,159563.0,220858.0,200314.0,154,1,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,23389.0,23370.0,121,1,February
SCA CIP RESOA,Design,0.43535149179036137,0.5155738228592116,1677.0357142857142,Complete,234785.0,121049.0,102214.0,140,1,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,27016.0,27016.0,755,0,June
SCA CIP RESOA,Design,0.29725927722532136,0.9732355081251516,659.68,Complete,82460.0,80253.0,24512.0,125,0,June
SCA CIP,Scope,2.006252498778375,2.006252498778375,638.6099290780141,Complete,90044.0,180651.0,180651.0,141,1,October
SCA CIP,Design,0.7856085885557585,0.8035967093060222,2857.732026143791,Complete,437233.0,351359.0,343494.0,153,1,April
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,28662.0,28662.0,156,0,October
SCA CIP RESOA,Design,0.6531279681683995,0.6531279681683995,1281.4144736842106,Complete,194775.0,127213.0,127213.0,152,1,March
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,11283.0,11283.0,93,1,December
SCA CIP RESOA,Design,0.1371,1.2297,212.7659574468085,Complete,30000.0,36891.0,4113.0,141,1,September
SCA Capacity,Scope,1.2615096141351811,1.2646765522680776,3825.6531791907514,Complete,661838.0,837011.0,834915.0,173,1,April
SCA Capacity,Design,0.516621136894527,0.5508916079161366,-4029.455098934551,Complete,2647352.0,1458404.0,1367678.0,-657,1,January
SCA CIP,Scope,1.678283466779042,1.678283466779042,791.0,Complete,71190.0,119477.0,119477.0,90,1,November
SCA CIP,Design,0.9182947043124035,0.9948223065037224,2311.3636363636365,Complete,355950.0,354107.0,326867.0,154,1,May
SCA CIP,Scope,0.14464077875357106,0.14464077875357106,153.6747967479675,Complete,18902.0,2734.0,2734.0,123,0,March
SCA CIP,Design,0.12851802214855046,0.12851802214855046,559.6184210526316,Complete,85062.0,10932.0,10932.0,152,1,March
SCA CIP,Scope,0.6102750937219494,0.6102750937219494,1114.0588235294117,Complete,151512.0,92464.0,92464.0,136,0,July
SCA CIP,Design,0.5137582077202958,0.5747843981712297,4865.6,Complete,754168.0,433484.0,387460.0,155,1,November
SCA CIP,Scope,0.3497374701670644,0.3497374701670644,322.3076923076923,Complete,20950.0,7327.0,7327.0,65,1,March
SCA CIP,Design,1.5728973747016706,1.5728973747016706,858.6065573770492,Complete,104750.0,164761.0,164761.0,122,1,September
SCA CIP,Construction,0.8983391142932909,0.9776038186157517,4869.576446280992,Complete,2356875.0,2304090.0,2117273.0,484,0,June
SCA CIP,"CM,F&E",0.6181384248210023,0.6181384248210023,302.995867768595,Complete,146650.0,90650.0,90650.0,484,0,June
SCA CIP,Scope,1.7305254378648873,1.7305254378648873,487.9651162790698,Complete,83930.0,145243.0,145243.0,172,0,August
SCA CIP,Scope,0.1385999038835618,0.5187038011762821,1790.860655737705,Complete,218485.0,113329.0,30282.0,122,1,June
SCA CIP,Scope,0.0433849821215733,0.7731227651966627,182.3913043478261,Complete,16780.0,12973.0,728.0,92,0,October
3K,Scope,0.9335195504975778,1.5076768486893353,4339.02,Complete,216951.0,327092.0,202528.0,50,1,November
3K,Design,0.6039638137341465,0.7120606546059438,57428.35294117647,Complete,976282.0,695172.0,589639.0,17,1,February
3K,Scope,0.9225148702067313,0.9896038830036701,9594.92857142857,Complete,268658.0,265865.0,247841.0,28,1,February
3K,Design,0.9626076232275098,1.1231940100730957,13738.21590909091,Complete,1208963.0,1357900.0,1163757.0,88,1,March
3K,Construction,1.0309465936236728,1.0612894367004118,81097.6755319149,Complete,15246363.0,16180804.0,15718186.0,188,1,February
3K,"CM,F&E",0.7849452859975052,0.33125014249043977,11432.271276595744,Complete,2149267.0,711945.0,1687057.0,188,1,February
SCA Lease Site Improvement,Scope,0.5992736148197597,0.7058210947930574,19973.333333333332,Complete,2396800.0,1691712.0,1436339.0,120,0,October
SCA Lease Site Improvement,Design,0.46311684097314937,0.5162604769322059,44203.27868852459,Complete,10785600.0,5568179.0,4994993.0,244,1,February
SCA CIP,Scope,0.8329046441672324,0.8329046441672324,1138.77304964539,Complete,160567.0,133737.0,133737.0,141,0,November
SCA CIP,Design,0.6541229483600749,0.6983304460969355,5287.64,Complete,793146.0,553878.0,518815.0,150,0,February
SCA CIP,Scope,1.118145255072809,1.118145255072809,1224.1875,Complete,176283.0,197110.0,197110.0,144,1,October
SCA CIP,Design,0.5626115371420849,0.5861774221680106,5549.634615384615,Complete,865743.0,507479.0,487077.0,156,1,October
SCA CIP,Scope,1.3723587223587224,1.3723587223587224,65.64516129032258,Complete,8140.0,11171.0,11171.0,124,0,September
SCA CIP,Design,1.0025662025662025,1.1048048048048047,230.37735849056602,Complete,36630.0,40469.0,36724.0,159,1,January
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,40189.0,40189.0,90,1,May
SCA Lease Site Improvement,Scope,1.261672956255722,1.265037793359087,15922.844444444445,Complete,716528.0,906435.0,904024.0,45,0,September
SCA Lease Site Improvement,Design,1.1010886440733685,1.3869217566922984,19079.159763313608,Complete,3224378.0,4471960.0,3550326.0,169,1,October
SCA CIP,Scope,1.1194423992907907,1.1245360840232597,1929.072463768116,Complete,266212.0,299365.0,298009.0,138,1,June
SCA CIP,Design,0.6801473955601175,0.8528277435504981,8634.450980392157,Complete,1321071.0,1126646.0,898523.0,153,1,February
SCA CIP,Scope,0.8828571428571429,0.8828571428571429,34.146341463414636,Complete,4200.0,3708.0,3708.0,123,0,March
SCA CIP,Design,0.7847619047619048,0.7847619047619048,106.77966101694915,Complete,18900.0,14832.0,14832.0,177,0,March
